fips,state,year,race,ent,perm,nperm,stock,invest,pop,ent_rate,perm_rate,nperm_rate,stock_rate,invest_rate,ent_rate_adj,stock_rate_adj,invest_rate_adj
19,Iowa,2009,hispanic,446,338,24,602,1272,60971,7.31495301044759,561.461794019934,39.8671096345515,9.87354644011087,20.862377195716,7.16235422556734,10.2354741980909,20.122715144062
20,Kansas,2009,total,3163,3034,579,5691,22685,721841,4.38185140494929,533.122474081884,101.73958882446,7.8840076969859,31.4265884038175,3.97909636256944,7.87406584095137,31.0976187764899
20,Kansas,2009,white,2172,2156,391,3704,16223,515734,4.21147335642017,582.07343412527,105.561555075594,7.18199692089333,31.4561382418068,3.81831337569642,7.16096818313341,31.351444396818
20,Kansas,2009,black,517,488,107,1172,2880,60079,8.60533630719553,416.382252559727,91.296928327645,19.5076482631202,47.9368831039132,7.66426042726804,19.4369438926132,47.6471581473757
20,Kansas,2009,aapi,28,20,3,33,148,19607,1.42806140664049,606.060606060606,90.9090909090909,1.683072372112,7.54832457795685,1.47929904919618,1.76650307086927,7.61669478400596
20,Kansas,2009,aian,32,16,6,58,156,8380,3.81861575178998,275.862068965517,103.448275862069,6.92124105011933,18.6157517899761,3.44755921488089,7.03306064799413,19.089819652611
20,Kansas,2009,hispanic,317,255,62,518,2029,118041,2.68550757787548,492.277992277992,119.69111969112,4.38830575816877,17.1889428249507,2.65321350637261,4.5817074906957,16.6930411861955
21,Kentucky,2009,total,5387,4530,904,6872,60145,1021710,5.27253330201329,659.196740395809,131.548311990687,6.72597899599691,58.8669974846091,4.76127436752952,6.70548368229081,58.6370666188614
21,Kentucky,2009,white,4136,3369,655,5073,39065,851176,4.85915956276963,664.104080425784,129.114922136803,5.95998947338741,45.8953259960337,4.43094757518313,5.93759921146383,45.9276088205233
21,Kentucky,2009,black,700,664,174,1037,5929,106128,6.59580883461481,640.308582449373,167.791706846673,9.77121965927936,55.8665008291874,5.98009438622887,9.64366763721457,55.4826676074372
21,Kentucky,2009,aapi,12,12,1,12,91,14883,0.806289054626084,1000,83.3333333333333,0.806289054626084,6.1143586642478,0.76236671491774,0.881044951340476,6.02665765173956
21,Kentucky,2009,aian,6,5,2,7,22,1965,3.05343511450382,714.285714285714,285.714285714286,3.56234096692112,11.1959287531807,2.60864929851857,3.62253528384794,12.3660725336442
21,Kentucky,2009,hispanic,213,186,28,296,917,47558,4.47874174691955,628.378378378378,94.5945945945946,6.22397914125909,19.2817191639682,3.83627680064353,6.07226460124056,17.7460827963954
22,Louisiana,2009,total,3631,3338,345,4786,33054,1114228,3.25875853057005,697.450898453824,72.0852486418721,4.29535068226611,29.6653826685382,2.89677218770906,4.28555156714031,29.5170531238945
22,Louisiana,2009,white,1653,1530,124,2234,16419,600167,2.7542334050356,684.870188003581,55.5058191584602,3.72229729391986,27.3573855276948,2.4383276250239,3.72387894515253,27.3106150529866
22,Louisiana,2009,black,1770,1624,216,2306,14656,434850,4.07036909279062,704.249783174328,93.6686903729401,5.30297803840405,33.7035759457284,3.67365027275127,5.30492472700545,33.6652846351457
22,Louisiana,2009,aapi,5,7,1,3,93,17576,0.284478834774693,2333.33333333333,333.333333333333,0.170687300864816,5.29130632680929,0.22411629533493,0.163698893808816,5.19391741572481
22,Louisiana,2009,aian,8,4,0,16,83,8920,0.896860986547085,250,0,1.79372197309417,9.30493273542601,0.850016889826752,1.79020057253768,9.44829230579319
22,Louisiana,2009,hispanic,75,81,2,75,630,52715,1.42274494925543,1080,26.6666666666667,1.42274494925543,11.9510575737456,1.28960490521805,1.43527515259681,11.6187997154908
23,Maine,2009,total,753,786,173,1646,9227,277946,2.70915933310787,477.521263669502,105.103280680437,5.92201362854655,33.1970958387601,2.3398825401217,5.96594618859254,34.0645434409772
23,Maine,2009,white,603,615,148,1374,6144,256188,2.35374022202445,447.598253275109,107.714701601165,5.36324886411542,23.9823879338611,2.05816674491316,5.417530475378,24.7418983806488
23,Maine,2009,black,27,25,5,39,159,8341,3.23702193981537,641.025641025641,128.205128205128,4.67569835751109,19.0624625344683,2.76836970395261,4.76258742595155,18.4227407371455
23,Maine,2009,aapi,2,8,2,1,32,4207,0.475398145947231,8000,2000,0.237699072973615,7.60637033515569,0.506405953406362,0.254181013965619,7.48021895909103
23,Maine,2009,aian,8,8,1,19,78,2723,2.93793609988983,421.052631578947,52.6315789473684,6.97759823723834,28.6448769739258,1.95809708209411,7.36800561086123,29.2386977774973
23,Maine,2009,hispanic,42,31,10,79,147,6487,6.47448743641128,392.405063291139,126.582278481013,12.1782025589641,22.6607060274395,5.47749961682985,12.0611006765614,21.8554105986405
24,Maryland,2009,total,2787,2291,854,7065,36501,1353631,2.05890674785078,324.274593064402,120.877565463553,5.21929536188223,26.9652512390748,1.74705597383354,5.1773901603241,26.9301284942795
24,Maryland,2009,white,779,679,167,1508,13023,666548,1.16870803002935,450.26525198939,110.742705570292,2.26240270768197,19.5379777600413,1.01933896081324,2.25883791980759,19.6790364823394
24,Maryland,2009,black,1601,1356,637,4888,16462,460275,3.47835533105209,277.414075286416,130.31914893617,10.6197381999891,35.7655749280322,3.01202299161449,10.4448252561621,35.8113268096737
24,Maryland,2009,aapi,6,5,5,12,363,79398,0.0755686541222701,416.666666666667,416.666666666667,0.15113730824454,4.57190357439734,0.0658253624494545,0.159325729706922,4.5539718811996
24,Maryland,2009,aian,0,2,2,4,44,4102,0,500,500,0.975134080936129,10.7264748902974,0,0.986886382599902,10.4865465474166
24,Maryland,2009,hispanic,138,74,16,253,2503,143308,0.962960895414073,292.490118577075,63.2411067193676,1.76542830825913,17.4658776900103,0.830027827418651,1.79439944187265,17.4008814858302
25,Massachusetts,2009,total,6174,5547,1126,9652,69805,1422935,4.33891920572619,574.69954413593,116.659759635309,6.78316296949615,49.0570546089597,3.90571985099428,6.74072858623172,48.8396876213434
25,Massachusetts,2009,white,2803,2647,547,4479,24143,1004499,2.79044578441591,590.980129493191,122.125474436258,4.45893923239346,24.0348671327697,2.51482980296992,4.43416415690399,24.1406595133219
25,Massachusetts,2009,black,971,824,222,1592,8371,123677,7.85109600006468,517.587939698493,139.447236180905,12.8722397858939,67.6843713867574,7.11016362467182,12.6168789304663,67.4541754502141
25,Massachusetts,2009,aapi,175,99,29,194,1211,84923,2.06069027236438,510.309278350515,149.484536082474,2.28442235907822,14.2599766847615,2.02955058208457,2.47165167346064,14.3417211912835
25,Massachusetts,2009,aian,10,13,0,13,61,3745,2.67022696929239,1000,0,3.47129506008011,16.2883845126836,2.42911782338794,3.43142480827497,16.1031111852416
25,Massachusetts,2009,hispanic,1738,1529,280,2599,14215,206091,8.4331678724447,588.303193535975,107.733743747595,12.6109340048813,68.9743851017269,7.68700578840232,12.6418363872222,68.5127593505477
26,Michigan,2009,total,7863,8225,1836,17723,142945,2372603,3.3140816225892,464.086215651978,103.594199627603,7.46985483875726,60.2481746840917,2.86583223148408,7.03884722761146,60.5539415883623
26,Michigan,2009,white,3587,3948,534,7210,84751,1680571,2.13439360788684,547.572815533981,74.0638002773925,4.29020850651356,50.4298836526395,1.87762555967348,4.1551908634251,51.1701478945995
26,Michigan,2009,black,3036,3113,1164,8045,41814,432410,7.02111422030018,386.948415164699,144.686140459913,18.6050276358086,96.6998913068615,5.97265821242777,16.721813960001,97.5748749650897
26,Michigan,2009,aapi,10,30,11,29,579,70157,0.142537451715438,1034.48275862069,379.310344827586,0.413358609974771,8.25291845432387,0.116519116562216,0.408846587087274,8.25965948357064
26,Michigan,2009,aian,71,91,6,131,740,19871,3.57304614765236,694.656488549618,45.8015267175573,6.59252176538675,37.2401992853908,3.35110418537965,6.53198648377229,38.2603809136278
26,Michigan,2009,hispanic,487,486,63,1021,6530,169594,2.87156385249478,476.003917727718,61.7042115572968,6.02026015071288,38.5037206504947,2.42196531722404,5.74130391451414,37.8966100059868
27,Minnesota,2009,total,5999,5409,874,5410,22531,1284103,4.67174362181227,999.815157116451,161.552680221811,4.21305767527994,17.5461002738877,4.35820770857047,4.19422743901778,17.4407146935939
27,Minnesota,2009,white,2549,2330,455,2292,10312,978018,2.60629149974745,1016.57940663176,198.516579406632,2.34351515002791,10.5437732229877,2.41515423720554,2.30959453829092,10.5814442549108
27,Minnesota,2009,black,1184,1192,192,981,3958,113022,10.4758365627931,1215.08664627931,195.718654434251,8.67972607103042,35.0197306719046,10.5389272703789,9.06439515193079,34.614780474842
27,Minnesota,2009,aapi,179,156,15,105,519,73020,2.45138318268967,1485.71428571429,142.857142857143,1.4379622021364,7.1076417419885,2.47522213053734,1.47867070260061,7.06770123780126
27,Minnesota,2009,aian,649,449,76,852,1517,21407,30.317185967207,526.995305164319,89.2018779342723,39.8000653991685,70.8646704349045,28.521462856311,39.8235284080605,69.4935793925925
27,Minnesota,2009,hispanic,630,572,53,512,2464,98636,6.38712032118091,1117.1875,103.515625,5.1908025467375,24.9807372561742,6.36260515760842,5.52501005690384,23.9883791320704
28,Mississippi,2009,total,2107,1936,126,3320,26964,758539,2.7777081995784,583.132530120482,37.9518072289157,4.37683494190806,35.5472823414485,2.45501586362196,4.14472760491842,35.2925083302958
28,Mississippi,2009,white,968,911,46,1391,12801,383749,2.52248214327594,654.924514737599,33.0697340043134,3.62476514596781,33.3577416488382,2.29016142981983,3.4742162617283,33.1868651031105
28,Mississippi,2009,black,1009,912,69,1754,11525,336965,2.99437627053255,519.954389965792,39.3386545039909,5.20528838306649,34.2023652308103,2.61223386024898,4.868871245889,34.0042817935875
28,Mississippi,2009,aapi,6,2,0,8,70,7085,0.846859562455893,250,0,1.12914608327452,9.88002822865208,0.882051174480216,1.15708778010712,9.98014678526054
28,Mississippi,2009,aian,4,4,1,3,44,4624,0.865051903114187,1333.33333333333,333.333333333333,0.64878892733564,9.51557093425606,0.834014237440943,0.663336985271588,9.42614841975257
28,Mississippi,2009,hispanic,58,40,8,77,460,26116,2.22086077500383,519.48051948052,103.896103896104,2.94838413233267,17.6137233879614,1.64877046753442,2.70157884604719,17.1283892312035
29,Missouri,2009,total,5173,4231,669,7795,58552,1426603,3.62609639822712,542.783835792175,85.8242463117383,5.46402888540119,41.0429530850559,3.20861522982709,5.45314775205364,41.0333948528175
29,Missouri,2009,white,3614,2881,402,5235,42344,1091254,3.31178625691177,550.334288443171,76.7908309455588,4.7972332747463,38.803065097585,2.97816223937489,4.79880100289288,38.8715842530363
29,Missouri,2009,black,1220,1057,245,2119,12321,220749,5.52663885227113,498.820198206701,115.620575743275,9.5991374819365,55.8145223760923,4.77218570842097,9.47421492904769,56.1132085710008
29,Missouri,2009,aapi,16,16,2,25,285,28207,0.567235083489914,640,80,0.88630481795299,10.1038749246641,0.558166945469973,0.967387682239033,9.99196895480317
29,Missouri,2009,aian,24,18,2,29,151,7931,3.02610011347875,620.689655172414,68.9655172413793,3.65653763712016,19.0392132139705,2.44707026339435,3.58946138904261,19.8399222183537
29,Missouri,2009,hispanic,189,160,10,226,2144,78462,2.40880935994494,707.964601769912,44.2477876106195,2.88037521347914,27.3253294588463,2.01336044602451,2.8469847652778,26.1797932981992
30,Montana,2009,total,976,833,72,1639,10893,223675,4.36347379009724,508.23672971324,43.9292251372788,7.32759584218174,48.700122946239,3.91285138947362,7.2222459917594,45.2940457301424
30,Montana,2009,white,540,459,39,788,5633,184843,2.92139815951916,582.48730964467,49.492385786802,4.26307731426129,30.4745108010582,2.66601791465227,4.19284834697126,29.1407472794192
30,Montana,2009,black,9,8,1,19,102,2663,3.37964701464514,421.052631578947,52.6315789473684,7.13481036425084,38.3026661659782,2.79688202801634,7.3093639208017,38.5861738807169
30,Montana,2009,aapi,0,0,0,3,22,1874,0,0,0,1.6008537886873,11.7395944503735,0,1.70789929866482,13.5935553556863
30,Montana,2009,aian,284,241,24,591,1537,23112,12.2879889235029,407.783417935702,40.6091370558376,25.5711318795431,66.5022499134649,10.4697121947014,24.8841160333687,63.048965607413
30,Montana,2009,hispanic,50,54,5,94,406,11183,4.47107216310471,574.468085106383,53.1914893617021,8.40561566663686,36.3051059644103,3.62482762936176,8.25601610263569,34.3833204001388
31,Nebraska,2009,total,3563,3183,435,5343,24268,456543,7.80430320911721,595.732734418866,81.414935429534,11.7031692524034,53.1560006395893,7.34393455315824,10.9048480337331,51.6382132115048
31,Nebraska,2009,white,2000,1840,251,2929,14955,341470,5.85702990013764,628.200751109594,85.6947763741891,8.57762028875157,43.7959410782792,5.4594637414117,7.88133392025555,43.3634412932102
31,Nebraska,2009,black,611,501,80,1018,3016,32704,18.6827299412916,492.141453831041,78.5854616895874,31.1276908023483,92.2211350293542,17.5912467023009,28.8806012850894,90.2036068909413
31,Nebraska,2009,aapi,33,19,3,37,174,9666,3.41402855369336,513.513513513513,81.0810810810811,3.82785019656528,18.0012414649286,3.50720030474971,3.92133419855938,17.4868960696087
31,Nebraska,2009,aian,261,280,42,408,956,5902,44.2222975262623,686.274509803922,102.941176470588,69.1291087766859,161.978990172823,41.5279666375998,67.8079102723212,158.908075474027
31,Nebraska,2009,hispanic,465,374,41,687,2661,66801,6.96097363811919,544.395924308588,59.6797671033479,10.2842771814793,39.8347330129788,7.11580482840347,10.3651939208639,39.1163593127087
32,Nevada,2009,total,2915,2743,349,4783,21353,666041,4.37660744608815,573.489441772946,72.9667572653147,7.18123959335837,32.059587923266,3.7698182181138,7.10667416564287,31.8012038100364
32,Nevada,2009,white,1104,1157,158,1908,9420,285436,3.86776720525792,606.394129979036,82.8092243186583,6.68451071343489,33.0021440883421,3.29092261828422,6.66163862989535,32.9589982765879
32,Nevada,2009,black,712,605,86,1195,3493,67716,10.5145017425719,506.276150627615,71.9665271966527,17.6472325595133,51.5830822848367,9.46688936160155,17.5678075265626,51.6664398830849
32,Nevada,2009,aapi,67,38,3,86,425,46596,1.43789166452056,441.860465116279,34.8837209302326,1.84565198729505,9.12095458837669,1.37075520550526,1.85906514606106,9.20130557848831
32,Nevada,2009,aian,41,18,16,48,174,7180,5.71030640668524,375,333.333333333333,6.68523676880223,24.2339832869081,4.65117654453211,6.67055813998125,24.5209269682653
32,Nevada,2009,hispanic,800,738,68,1187,6026,259113,3.08745605199276,621.735467565291,57.2872788542544,4.58101291714426,23.2562627116355,2.65052614181414,4.46893387565087,22.7905920337485
33,New Hampshire,2009,total,488,428,103,906,9848,290850,1.67784081141482,472.406181015453,113.686534216336,3.11500773594636,33.8593776860925,1.54473483728467,2.89928066696816,34.4067687699874
33,New Hampshire,2009,white,400,355,60,720,7774,261712,1.52839762792688,493.055555555556,83.3333333333333,2.75111573026839,29.7044078987589,1.42912525913983,2.55241177627236,30.3094360008128
33,New Hampshire,2009,black,8,8,5,29,277,6186,1.29324280633689,275.862068965517,172.413793103448,4.68800517297123,44.7785321694148,1.4173257035448,4.97472994014997,44.235572099633
33,New Hampshire,2009,aapi,3,2,0,4,61,8396,0.357313006193425,500,0,0.476417341591234,7.26536445926632,0.434919428087657,0.429227939064026,7.37559840821642
33,New Hampshire,2009,aian,1,1,0,3,22,903,1.10741971207087,333.333333333333,0,3.32225913621262,24.3632336655593,0,3.72523655370856,23.8788757392154
33,New Hampshire,2009,hispanic,36,24,10,76,662,13653,2.636783124588,315.789473684211,131.578947368421,5.56654215190801,48.4875119021461,2.38699073729812,5.5520002756434,48.0052520692914
34,New Jersey,2009,total,4816,4913,530,7803,70729,2068684,2.32805010335073,629.62962962963,67.922593874151,3.77196323846465,34.1903354983168,1.93561818793005,3.69358615498036,33.8512717714358
34,New Jersey,2009,white,1333,1367,149,1891,21432,1115643,1.19482666049982,722.897937599154,78.7942887361185,1.69498665791835,19.2104463524622,1.06777223374831,1.69510499063733,19.151152673543
34,New Jersey,2009,black,1923,2122,273,3855,18979,314501,6.11444796677912,550.453955901427,70.8171206225681,12.2575126947132,60.3463899955803,5.0637229994602,11.8972497916868,60.2939465858721
34,New Jersey,2009,aapi,36,32,1,33,816,183559,0.196122227730593,969.69696969697,30.3030303030303,0.179778708753044,4.44543716189345,0.179162260109579,0.185834171111881,4.38958364188288
34,New Jersey,2009,aian,3,3,0,4,58,4602,0.651890482398957,750,0,0.869187309865276,12.6032159930465,0.59727265961506,0.480649244830636,12.1316703843422
34,New Jersey,2009,hispanic,861,815,79,1247,11199,450379,1.91172323753994,653.568564554932,63.3520449077787,2.76877918375413,24.8657242011728,1.53945512532863,2.64427407730608,24.2885959499778
35,New Mexico,2009,total,1997,2025,157,1992,19758,515470,3.87413428521543,1016.56626506024,78.8152610441767,3.86443439967408,38.3300677052011,3.51351358815086,3.84741001305893,35.9776200901794
35,New Mexico,2009,white,490,509,33,475,5224,143453,3.41575289467631,1071.57894736842,69.4736842105263,3.31118903055356,36.4161084118143,3.17606923802497,3.32432038552333,34.5291742374799
35,New Mexico,2009,black,55,70,8,67,556,11381,4.83261576311396,1044.77611940299,119.402985074627,5.88700465688428,48.8533520780248,3.83856651976336,5.81102922261724,45.8111917279644
35,New Mexico,2009,aapi,6,4,1,4,42,6613,0.907303795554211,1000,250,0.604869197036141,6.35112656887948,0.854626669742876,0.657329203793253,6.21702335374355
35,New Mexico,2009,aian,259,193,41,197,1288,56365,4.59505011975517,979.695431472081,208.121827411168,3.49507673201455,22.8510600549987,4.36594807577038,3.51389655598851,22.1641986253079
35,New Mexico,2009,hispanic,1074,1152,63,1161,11481,297658,3.60816776300318,992.248062015504,54.2635658914729,3.90044950916824,38.5711118128859,3.21565439239807,3.86761496214737,36.3787596941237
36,New York,2009,total,12876,11426,2195,27992,224541,4342926,2.96482141302891,408.188053729637,78.4152615032867,6.44542412189386,51.702699976928,2.60790549272053,5.59315933806545,51.4834857152357
36,New York,2009,white,2725,2513,336,5186,81701,2302395,1.18355017275489,484.573852680293,64.789818742769,2.25243713611261,35.4852229960541,1.051158491909,2.03309427669893,35.4674413089773
36,New York,2009,black,5486,4629,1089,13492,57772,747250,7.34158581465373,343.092202786837,80.7144974799881,18.0555369688859,77.3128136500502,6.39001901999031,15.4097188561611,77.1083807148835
36,New York,2009,aapi,57,46,10,127,3343,310830,0.18337998262716,362.204724409449,78.740157480315,0.408583470064022,10.755075121449,0.168816641979366,0.360047983271836,10.7242722603964
36,New York,2009,aian,58,46,4,60,691,19548,2.9670554532433,766.666666666667,66.6666666666667,3.06936771025169,35.3488847963986,2.65091118479044,2.93233906955833,36.0144777058442
36,New York,2009,hispanic,2784,2446,368,6073,47448,962903,2.89125695942374,402.766342828915,60.5960810143257,6.30696965322571,49.2759914550064,2.5689781391939,5.53093199133739,49.0722044346418
37,North Carolina,2009,total,4971,4387,580,9547,118040,2272955,2.18702086050978,459.51607834922,60.7520687126846,4.20025913403477,51.9323963738833,1.89606099746248,4.05216652873695,51.6635058437817
37,North Carolina,2009,white,2430,2167,233,4365,55757,1309812,1.85522807853341,496.449026345934,53.3791523482245,3.33253932625445,42.5687045163733,1.628026972213,3.24264615580055,42.6536533801608
37,North Carolina,2009,black,1748,1483,286,3775,41030,574513,3.04257693037407,392.847682119205,75.7615894039735,6.57078255844515,71.417008840531,2.64640753640649,6.23627280388374,71.9571912451371
37,North Carolina,2009,aapi,27,16,1,43,844,60673,0.445008488124866,372.093023255814,23.2558139534884,0.708717221828491,13.9106357028662,0.426186808435405,0.727082089552429,13.7321142394435
37,North Carolina,2009,aian,44,44,5,117,2190,32279,1.36311533814554,376.068376068376,42.7350427350427,3.6246476037052,67.8459679667896,1.18711925363593,3.61690688855228,68.3594231780149
37,North Carolina,2009,hispanic,460,412,45,760,12846,295678,1.5557464539127,542.105263157895,59.2105263157895,2.57036370646446,43.4459107542665,1.33030074043786,2.51548662310693,41.8914298791993
38,North Dakota,2009,total,944,707,180,1210,,148674,6.34946258256319,584.297520661157,148.760330578512,8.13861199671765,,5.7677201353487,8.00088519762933,
38,North Dakota,2009,white,512,408,90,652,,124326,4.11820536331902,625.766871165644,138.036809815951,5.24427714235156,,3.76423859960032,5.08968232318096,
38,North Dakota,2009,black,53,32,4,47,,3684,14.3865363735071,680.851063829787,85.1063829787234,12.7578718783931,,13.5530716828161,13.7178721152237,
38,North Dakota,2009,aapi,14,9,4,14,,1620,8.64197530864198,642.857142857143,285.714285714286,8.64197530864198,,9.29323005086786,8.76990185646985,
38,North Dakota,2009,aian,211,126,65,309,,13748,15.3476869362816,407.766990291262,210.355987055016,22.4759965085831,,14.733293026734,23.4590358264534,
38,North Dakota,2009,hispanic,54,55,5,68,,5296,10.1963746223565,808.823529411765,73.5294117647059,12.8398791540786,,8.29186178411952,13.7970292999509,
39,Ohio,2009,total,8788,8326,1626,12232,99813,2748051,3.19790280456949,680.673642903859,132.930019620667,4.45115465469891,36.3213783150313,2.78029561759185,4.41196842552381,35.5953481298383
39,Ohio,2009,white,4595,4415,828,6262,49643,2102311,2.18568993835831,705.046311082721,132.22612583839,2.97862685397165,23.6135376735412,1.94308027865772,2.9724892357153,23.5319430104344
39,Ohio,2009,black,2992,2862,682,4597,22958,453178,6.60226224574009,622.579943441375,148.357624537742,10.1439169597818,50.6600055607289,5.78698499106336,9.88534256767842,50.0404570032575
39,Ohio,2009,aapi,16,14,2,19,201,53382,0.299726499569143,736.842105263158,105.263157894737,0.355925218238358,3.76531415083736,0.285449999913642,0.347919275731839,3.68938146450262
39,Ohio,2009,aian,11,3,2,16,53,6768,1.62529550827423,187.5,125,2.36406619385343,7.83096926713948,1.39236296513762,2.53446479148694,8.20942069967798
39,Ohio,2009,hispanic,306,319,46,405,2878,132412,2.31096879436909,787.654320987654,113.58024691358,3.05863516901791,21.7351901640335,1.88884205678978,3.01032888234323,21.2313555085194
40,Oklahoma,2009,total,4717,5908,671,8694,44307,922711,5.11210985888323,679.549114331723,77.1796641361859,9.4222351310432,48.0182852485773,4.29620347599243,9.32617927061226,46.7980379275216
40,Oklahoma,2009,white,1849,2356,211,3143,22027,562346,3.28801129553691,749.602290804964,67.1333121221763,5.58908572302462,39.1698349414773,2.78681777803712,5.58589264712633,38.6834353821879
40,Oklahoma,2009,black,770,928,118,1544,4988,96288,7.99684280491858,601.036269430052,76.4248704663212,16.0352276503822,51.8029245596544,6.59161948630289,15.8811702383268,50.3557809172936
40,Oklahoma,2009,aapi,23,22,0,10,135,18367,1.25224587575543,2200,0,0.544454728589318,7.35013883595579,1.25218412460348,0.541702532389316,7.18685574371143
40,Oklahoma,2009,aian,378,472,121,750,2799,117917,3.20564464835435,629.333333333333,161.333333333333,6.36040604832213,23.7370353723382,2.49463256741982,6.35522961133146,23.362117429979
40,Oklahoma,2009,hispanic,719,920,71,1311,5866,127793,5.62628625981079,701.754385964912,54.1571319603356,10.2587778673323,45.9023577191239,4.57355137523402,9.84362847624306,42.6027809863196
41,Oregon,2009,total,4601,4187,447,8650,,866194,5.31174309681203,484.046242774567,51.6763005780347,9.98621555910108,,4.68032437436516,9.4170774709581,
41,Oregon,2009,white,2438,2374,280,4802,,605473,4.02660399390229,494.377342773844,58.3090379008746,7.93098949086086,,3.58969357257019,7.41283695725153,
41,Oregon,2009,black,55,36,3,75,,27953,1.9675884520445,480,40,2.68307516187887,,1.62854601040401,2.4203393907884,
41,Oregon,2009,aapi,27,15,5,46,,41911,0.644222280546873,326.086956521739,108.695652173913,1.09756388537615,,0.542872558264772,0.98967662779638,
41,Oregon,2009,aian,70,72,3,112,,14468,4.83826375449267,642.857142857143,26.7857142857143,7.74122200718828,,4.30277783731621,7.61119244207462,
41,Oregon,2009,hispanic,692,548,30,1039,,176389,3.92314713502543,527.430221366699,28.8739172281039,5.89038999030552,,3.42146013084322,5.60688314871671,
42,Pennsylvania,2009,total,16354,10482,1898,22010,23100,2804929,5.8304506103363,476.238073602908,86.2335302135393,7.84690093759949,8.23550257421846,5.1770172747974,7.2809306315689,8.1366169453214
42,Pennsylvania,2009,white,6605,4900,619,8507,,2055410,3.21347079171552,575.996238391913,72.7636064417539,4.13883361470461,,2.84682142273249,3.96229245873751,0
42,Pennsylvania,2009,black,7003,4035,1012,9968,,404108,17.3295257703386,404.795345104334,101.524879614767,24.6666732655627,,15.5573021127426,21.9138004712621,0
42,Pennsylvania,2009,aapi,89,46,14,97,,87822,1.01341349547949,474.226804123711,144.329896907217,1.10450684338776,,1.00685137065744,1.10899428149091,0
42,Pennsylvania,2009,aian,29,18,1,39,,5328,5.44294294294294,461.538461538462,25.6410256410256,7.31981981981982,,5.27396273800015,6.77485632240274,0
42,Pennsylvania,2009,hispanic,1769,1095,194,2297,,252261,7.01257824237595,476.708750544188,84.4579886808881,9.10564851483186,,6.42928014510228,8.73412523151588,0
44,Rhode Island,2009,total,1447,1337,267,2112,7813,225902,6.4054324441572,633.049242424242,126.420454545455,9.34918681552178,34.5857938398066,5.45768516898069,8.54730037289266,34.6884405946318
44,Rhode Island,2009,white,688,629,122,1026,4126,151897,4.52938504381258,613.060428849903,118.908382066277,6.75457711475539,27.1631434458877,3.85187546781198,6.13019779946274,27.8014442192851
44,Rhode Island,2009,black,212,216,74,322,837,19587,10.8235053862256,670.807453416149,229.813664596273,16.4394751620973,42.7324245673151,9.78440334992213,14.6829038532997,42.1055828244726
44,Rhode Island,2009,aapi,36,26,5,51,115,7704,4.67289719626168,509.803921568627,98.0392156862745,6.61993769470405,14.9273104880582,4.42067063765203,6.37929794564768,15.0850802651514
44,Rhode Island,2009,aian,6,9,4,17,31,1639,3.6607687614399,529.411764705882,235.294117647059,10.3721781574131,18.9139719341062,2.65573492748957,10.4526546253195,21.3688533276356
44,Rhode Island,2009,hispanic,360,337,46,499,1638,45075,7.98668885191348,675.350701402806,92.1843687374749,11.0704381586245,36.3394342762063,7.12400801587094,10.4368540514769,35.7128373467222
45,South Carolina,2009,total,3722,3280,467,4978,37369,1079729,3.4471612784319,658.899156287666,93.8127762153475,4.61041613219613,34.6096103744551,3.03545218771665,4.59468142659634,33.7124090279499
45,South Carolina,2009,white,1648,1489,167,2199,18134,616443,2.6734020825932,677.12596634834,75.943610732151,3.56723979346022,29.4171561685346,2.39757932080929,3.57214470594079,28.8086544226068
45,South Carolina,2009,black,1585,1351,279,2204,14779,364256,4.35133532460687,612.976406533575,126.588021778584,6.05068962487921,40.5731134147413,3.85331359140182,5.98620037398037,39.8183918662097
45,South Carolina,2009,aapi,5,6,0,7,128,16139,0.309808538323316,857.142857142857,0,0.433731953652643,7.9310985810769,0.303251848239071,0.464017852909018,7.63134467607368
45,South Carolina,2009,aian,10,17,0,6,57,4592,2.17770034843206,2833.33333333333,0,1.30662020905923,12.4128919860627,2.04397456182095,1.33132125749605,12.5936135839757
45,South Carolina,2009,hispanic,214,190,13,213,1700,78299,2.73311281114701,892.018779342723,61.0328638497653,2.72034125595474,21.7116438268688,2.18488851357038,2.58271820869114,20.6003045937225
46,South Dakota,2009,total,1448,1081,300,1484,6385,201204,7.19667601041729,728.436657681941,202.156334231806,7.37559889465418,31.7339615514602,6.34743168644331,7.2485532864231,30.5553655674657
46,South Dakota,2009,white,453,396,42,438,2908,155284,2.91723551685943,904.109589041096,95.8904109589041,2.82063831431442,18.7269776667268,2.57740054404084,2.77229978756922,18.502911274207
46,South Dakota,2009,black,62,53,4,41,161,5339,11.6126615471062,1292.68292682927,97.5609756097561,7.67934070050571,30.1554598239371,10.0222590684166,7.71657404568571,28.3671545795986
46,South Dakota,2009,aapi,7,10,0,5,34,2354,2.97366185216653,2000,0,2.12404418011895,14.4435004248088,2.83147428485907,2.61871054230108,15.4845244785146
46,South Dakota,2009,aian,704,452,218,781,2119,28958,24.311071206575,578.745198463508,279.129321382843,26.9700946197942,73.1749430209269,21.0334984810557,26.5264356278875,70.6147595880382
46,South Dakota,2009,hispanic,104,89,21,98,285,9269,11.2201963534362,908.163265306122,214.285714285714,10.5728773330456,30.7476534685511,9.50423293791243,11.025757431841,29.4699284380566
